neighbourhood,Aboriginal languages,Afrikaans,Afro-Asiatic languages,Akan (Twi),Albanian,Algonquian languages,American Sign Language,Amharic,Arabic,Armenian,Assyrian Neo-Aramaic,Athabaskan languages,Austro-Asiatic languages,"Austro-Asiatic languages, n.i.e",Austronesian languages,Azerbaijani,Babine (Wetsuwet'en),Baltic languages,Balto-Slavic languages,Bamanankan,Beaver,Belarusan,Bengali,Berber languages,Bikol,Bilen,Blackfoot,Bosnian,Bulgarian,Burmese,Cantonese,Carrier,Catalan,Cayuga,Cebuano,Celtic languages,Chaldean Neo-Aramaic,Chilcotin,Chinese languages,Comox,Cree-Montagnais languages,Creole languages,Croatian,Cushitic languages,Czech,Dakota,Danish,Dene,Dinka,Dogrib (Tlicho),Dravidian languages,Dutch,Eastern Algonquian languages,Edo,English,English and French,English and non-official language,"English, French and non-official language",Estonian,Ewe,Fijian,Finnish,French,French and non-official language,Frisian,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Georgian,German,Germanic languages,Gitxsan (Gitksan),Greek,Gujarati,Gwich'in,Haida,Haisla,Haitian Creole,Hakka,Halkomelem,Harari,Hebrew,Heiltsuk,Hiligaynon,Hindi,Hmong-Mien languages,Hungarian,Icelandic,Igbo,Ilocano,Indo-Aryan languages,Indo-European languages,Indo-Iranian languages,Inuinnaqtun (Inuvialuktun),Inuit languages,Inuktitut,Iranian languages,Iroquoian languages,Italian,Italic (Romance) languages,Japanese,Kabyle,Kannada,Karenic languages,Kartvelian languages,Kashmiri,Kaska (Nahani),Khmer (Cambodian),Kinyarwanda (Rwanda),Konkani,Korean,Kurdish,Kutenai,Kwakiutl (Kwak'wala),Lao,Latvian,Lillooet,Lingala,Lithuanian,Macedonian,Malagasy,Malay,Malayalam,Maltese,Mandarin,Marathi,Michif,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Mohawk,Mongolian,Mongolic languages,Mother tongue for the total population excluding institutional residents,Multiple responses,Nepali,Niger-Congo languages,Nilo-Saharan languages,Nisga'a,Non-Aboriginal languages,Non-official languages,North Slavey (Hare),Northern Athabaskan languages,Northern Tutchone,Norwegian,Nuu-chah-nulth (Nootka),Official languages,Ojibway-Potawatomi languages,Okanagan,Oneida,Oriya (Odia),Oromo,"Pampangan (Kapampangan, Pampango)",Pangasinan,Pashto,Persian (Farsi),Polish,Portuguese,Punjabi (Panjabi),Quebec Sign Language,Romanian,Rundi (Kirundi),Russian,Salish languages,Sarsi (Sarcee),Scottish Gaelic,Sekani,Semitic languages,Serbian,Serbo-Croatian,Shona,Shuswap (Secwepemctsin),Sign languages,"Sign languages, n.i.e",Sindhi,Single responses,Sinhala (Sinhalese),Sino-Tibetan languages,Siouan languages,Slavey-Hare languages,Slavic languages,Slovak,Slovene (Slovenian),Somali,South Slavey,Southern Tutchone,Spanish,Squamish,Stoney,Straits,Swahili,Swedish,"Tagalog (Pilipino, Filipino)",Tahltan,Tahltan languages,Tai-Kadai languages,"Tai-Kadai languages, n.i.e",Tamil,Telugu,Thai,Thompson (Ntlakapamux),Tibetan,Tibeto-Burman languages,Tigrigna,Tlingit,Tsimshian,Tsimshian languages,Turkic languages,Turkish,Tutchone languages,Ukrainian,Uralic languages,Urdu,Uyghur,Uzbek,Vietnamese,Vlaams (Flemish),Wakashan languages,Waray-Waray,Welsh,Wolof,Wu (Shanghainese),Yiddish,Yoruba
Rockcliffe-Smythe,5.0,10.0,750.0,30.0,75.0,0.0,0.0,65.0,115.0,15.0,5.0,0.0,1055.0,0.0,460.0,0.0,0.0,50.0,1080.0,0.0,0.0,10.0,105.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,340.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,470.0,0.0,0.0,20.0,120.0,310.0,15.0,0.0,5.0,0.0,0.0,0.0,75.0,25.0,0.0,10.0,10520.0,40.0,800.0,10.0,10.0,0.0,0.0,10.0,215.0,20.0,0.0,5.0,5.0,15.0,0.0,115.0,145.0,0.0,155.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,100.0,0.0,15.0,10.0,360.0,7275.0,420.0,0.0,0.0,0.0,50.0,0.0,620.0,5375.0,25.0,0.0,5.0,0.0,0.0,5.0,0.0,35.0,5.0,5.0,65.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,40.0,40.0,0.0,15.0,25.0,145.0,80.0,5.0,0.0,0.0,30.0,0.0,5.0,5.0,22250.0,880.0,10.0,180.0,10.0,0.0,10640.0,10635.0,0.0,0.0,0.0,0.0,0.0,10735.0,5.0,0.0,0.0,10.0,20.0,5.0,0.0,5.0,45.0,335.0,2840.0,65.0,0.0,35.0,0.0,135.0,0.0,0.0,0.0,0.0,440.0,80.0,10.0,0.0,0.0,10.0,10.0,0.0,21370.0,0.0,505.0,0.0,0.0,1015.0,25.0,25.0,295.0,0.0,0.0,1880.0,0.0,0.0,0.0,55.0,5.0,405.0,0.0,0.0,15.0,0.0,50.0,0.0,5.0,0.0,40.0,35.0,100.0,0.0,0.0,0.0,85.0,85.0,0.0,205.0,115.0,110.0,5.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Roncesvalles,0.0,0.0,120.0,0.0,10.0,5.0,0.0,20.0,65.0,5.0,0.0,0.0,175.0,0.0,165.0,0.0,0.0,30.0,1035.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,250.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,410.0,0.0,0.0,5.0,45.0,5.0,45.0,0.0,5.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,10100.0,60.0,275.0,5.0,10.0,0.0,0.0,0.0,330.0,15.0,0.0,0.0,0.0,0.0,5.0,120.0,160.0,0.0,65.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,40.0,0.0,290.0,0.0,0.0,0.0,200.0,2275.0,230.0,0.0,0.0,0.0,35.0,0.0,105.0,770.0,30.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,15.0,5.0,0.0,15.0,15.0,10.0,110.0,5.0,0.0,5.0,25.0,0.0,0.0,0.0,14895.0,370.0,5.0,65.0,0.0,0.0,4095.0,4090.0,0.0,0.0,0.0,5.0,0.0,10430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,570.0,400.0,5.0,0.0,30.0,0.0,90.0,0.0,0.0,0.0,0.0,110.0,50.0,10.0,0.0,0.0,0.0,5.0,5.0,14525.0,0.0,730.0,0.0,0.0,1000.0,10.0,20.0,5.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,5.0,130.0,0.0,0.0,5.0,0.0,125.0,15.0,0.0,0.0,315.0,335.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,125.0,305.0,30.0,0.0,0.0,180.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
Rosedale-Moore Park,0.0,0.0,245.0,0.0,25.0,0.0,0.0,15.0,155.0,30.0,0.0,0.0,20.0,0.0,195.0,0.0,0.0,30.0,685.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,245.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,665.0,0.0,0.0,10.0,25.0,0.0,35.0,0.0,20.0,0.0,0.0,0.0,50.0,65.0,0.0,0.0,15785.0,65.0,290.0,20.0,40.0,0.0,0.0,20.0,495.0,20.0,0.0,0.0,0.0,0.0,5.0,245.0,385.0,0.0,110.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,50.0,0.0,140.0,5.0,0.0,15.0,225.0,2490.0,465.0,0.0,0.0,0.0,235.0,0.0,160.0,790.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,165.0,5.0,0.0,0.0,5.0,15.0,0.0,0.0,10.0,25.0,0.0,15.0,10.0,10.0,365.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,20900.0,405.0,0.0,5.0,0.0,0.0,4220.0,4215.0,0.0,0.0,0.0,5.0,0.0,16285.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,230.0,115.0,175.0,10.0,0.0,90.0,0.0,215.0,0.0,0.0,5.0,0.0,230.0,80.0,15.0,0.0,0.0,0.0,5.0,5.0,20495.0,5.0,670.0,0.0,0.0,655.0,35.0,15.0,5.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,30.0,160.0,0.0,0.0,10.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,80.0,65.0,0.0,70.0,190.0,60.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0
Rouge,0.0,0.0,495.0,35.0,15.0,0.0,10.0,100.0,230.0,35.0,0.0,0.0,125.0,0.0,2470.0,0.0,0.0,5.0,425.0,0.0,0.0,0.0,430.0,0.0,5.0,0.0,0.0,10.0,10.0,5.0,865.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1440.0,0.0,0.0,80.0,10.0,115.0,35.0,0.0,10.0,0.0,0.0,0.0,8625.0,30.0,0.0,0.0,24205.0,110.0,2005.0,50.0,10.0,5.0,0.0,20.0,280.0,50.0,0.0,0.0,5.0,0.0,0.0,130.0,195.0,0.0,135.0,915.0,0.0,0.0,0.0,0.0,80.0,0.0,25.0,10.0,0.0,5.0,385.0,0.0,65.0,0.0,5.0,115.0,3825.0,5830.0,4315.0,0.0,0.0,0.0,465.0,0.0,220.0,700.0,10.0,0.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,55.0,5.0,0.0,0.0,5.0,5.0,0.0,10.0,5.0,85.0,0.0,15.0,255.0,5.0,375.0,45.0,0.0,0.0,65.0,0.0,0.0,0.0,46085.0,2215.0,5.0,140.0,0.0,0.0,19390.0,19390.0,0.0,0.0,0.0,5.0,0.0,24480.0,0.0,0.0,0.0,0.0,10.0,25.0,10.0,55.0,390.0,175.0,120.0,655.0,0.0,85.0,10.0,55.0,0.0,0.0,5.0,0.0,400.0,30.0,0.0,20.0,0.0,10.0,5.0,45.0,43880.0,140.0,1450.0,0.0,0.0,415.0,10.0,10.0,95.0,0.0,0.0,260.0,0.0,0.0,0.0,10.0,0.0,2225.0,0.0,0.0,5.0,0.0,8230.0,105.0,0.0,0.0,0.0,15.0,30.0,0.0,0.0,0.0,10.0,5.0,0.0,20.0,85.0,1180.0,0.0,0.0,125.0,5.0,0.0,10.0,0.0,0.0,15.0,0.0,20.0
Runnymede-Bloor West Village,5.0,0.0,150.0,5.0,10.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,50.0,0.0,65.0,0.0,0.0,90.0,885.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,120.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,70.0,5.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,7390.0,45.0,140.0,15.0,5.0,0.0,0.0,15.0,210.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,120.0,0.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,40.0,1655.0,65.0,0.0,0.0,0.0,20.0,0.0,150.0,420.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,40.0,10.0,0.0,0.0,5.0,115.0,50.0,0.0,0.0,0.0,20.0,0.0,5.0,5.0,10070.0,215.0,0.0,10.0,0.0,0.0,2255.0,2250.0,0.0,0.0,0.0,0.0,0.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,215.0,120.0,5.0,0.0,10.0,0.0,45.0,0.0,0.0,0.0,0.0,150.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,9855.0,0.0,195.0,0.0,0.0,800.0,10.0,15.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,340.0,45.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Rustic,0.0,0.0,620.0,150.0,10.0,5.0,0.0,35.0,50.0,10.0,10.0,0.0,205.0,0.0,280.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,15.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,10.0,4745.0,20.0,455.0,5.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,5.0,0.0,0.0,30.0,35.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,15.0,0.0,25.0,5.0,5.0,40.0,110.0,2805.0,145.0,0.0,0.0,0.0,30.0,0.0,1270.0,2480.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9760.0,470.0,0.0,255.0,5.0,0.0,4485.0,4490.0,0.0,0.0,0.0,0.0,0.0,4800.0,5.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,25.0,25.0,510.0,25.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,145.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,9285.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,450.0,0.0,0.0,680.0,0.0,0.0,0.0,35.0,0.0,205.0,0.0,0.0,10.0,0.0,120.0,0.0,10.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,20.0,20.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Scarborough Village,0.0,0.0,415.0,35.0,10.0,0.0,0.0,120.0,180.0,15.0,0.0,0.0,35.0,0.0,730.0,5.0,0.0,5.0,385.0,5.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,165.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,300.0,0.0,0.0,115.0,15.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,1505.0,10.0,0.0,15.0,8145.0,65.0,820.0,35.0,0.0,0.0,0.0,5.0,205.0,40.0,0.0,15.0,0.0,5.0,0.0,115.0,130.0,0.0,120.0,140.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,15.0,90.0,0.0,60.0,0.0,5.0,10.0,2065.0,3820.0,2665.0,0.0,0.0,0.0,585.0,0.0,150.0,490.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,30.0,20.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,150.0,0.0,5.0,140.0,0.0,115.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,16560.0,955.0,40.0,180.0,0.0,0.0,7260.0,7250.0,0.0,0.0,0.0,0.0,0.0,8350.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,95.0,470.0,95.0,50.0,105.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,360.0,15.0,5.0,0.0,0.0,0.0,5.0,15.0,15605.0,30.0,310.0,0.0,0.0,385.0,15.0,5.0,45.0,0.0,0.0,245.0,0.0,0.0,0.0,25.0,0.0,645.0,0.0,0.0,5.0,0.0,1305.0,65.0,5.0,0.0,5.0,10.0,50.0,0.0,0.0,0.0,15.0,10.0,0.0,15.0,70.0,895.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
South Parkdale,10.0,10.0,585.0,10.0,20.0,15.0,0.0,225.0,170.0,20.0,0.0,0.0,465.0,0.0,875.0,0.0,0.0,20.0,1235.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,270.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,510.0,0.0,5.0,15.0,40.0,60.0,75.0,0.0,15.0,0.0,0.0,0.0,350.0,20.0,0.0,5.0,11625.0,90.0,745.0,25.0,10.0,0.0,0.0,0.0,370.0,35.0,0.0,0.0,0.0,5.0,10.0,105.0,140.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,20.0,0.0,5.0,85.0,0.0,190.0,0.0,0.0,40.0,375.0,3010.0,520.0,0.0,0.0,0.0,145.0,0.0,90.0,1045.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,5.0,90.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,15.0,5.0,5.0,35.0,0.0,170.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20910.0,895.0,55.0,70.0,0.0,0.0,8000.0,8020.0,0.0,5.0,0.0,5.0,0.0,12000.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,125.0,640.0,310.0,35.0,0.0,55.0,0.0,180.0,0.0,0.0,0.0,0.0,530.0,90.0,20.0,0.0,0.0,5.0,0.0,0.0,20010.0,10.0,2210.0,0.0,0.0,1220.0,10.0,10.0,25.0,0.0,0.0,565.0,0.0,0.0,0.0,5.0,5.0,775.0,0.0,0.0,15.0,0.0,260.0,50.0,10.0,0.0,1705.0,1705.0,100.0,0.0,0.0,0.0,60.0,50.0,0.0,90.0,195.0,60.0,10.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0
South Riverdale,20.0,5.0,230.0,5.0,20.0,10.0,0.0,40.0,90.0,15.0,5.0,0.0,515.0,0.0,265.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2975.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4775.0,0.0,0.0,20.0,40.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,17745.0,125.0,530.0,25.0,15.0,0.0,0.0,25.0,615.0,20.0,0.0,0.0,5.0,0.0,0.0,145.0,215.0,0.0,120.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,15.0,0.0,5.0,50.0,0.0,45.0,0.0,10.0,10.0,365.0,2055.0,530.0,0.0,0.0,0.0,160.0,0.0,105.0,705.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,15.0,70.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,5.0,40.0,0.0,0.0,0.0,0.0,1345.0,0.0,0.0,35.0,210.0,0.0,0.0,0.0,27385.0,695.0,0.0,80.0,0.0,0.0,8305.0,8305.0,0.0,0.0,0.0,0.0,0.0,18380.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,140.0,115.0,245.0,70.0,0.0,15.0,0.0,120.0,0.0,0.0,0.0,0.0,180.0,60.0,0.0,5.0,0.0,0.0,5.0,0.0,26680.0,5.0,4795.0,0.0,0.0,450.0,15.0,10.0,35.0,0.0,0.0,330.0,0.0,0.0,0.0,30.0,10.0,235.0,0.0,0.0,25.0,0.0,35.0,0.0,10.0,0.0,10.0,20.0,25.0,0.0,0.0,0.0,35.0,35.0,0.0,35.0,80.0,100.0,5.0,0.0,490.0,5.0,0.0,0.0,5.0,0.0,35.0,10.0,5.0
St.Andrew-Windfields,0.0,5.0,310.0,5.0,55.0,0.0,0.0,10.0,195.0,95.0,5.0,0.0,30.0,0.0,285.0,20.0,0.0,15.0,570.0,0.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,1150.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,3085.0,0.0,0.0,10.0,25.0,25.0,10.0,0.0,5.0,0.0,0.0,0.0,130.0,40.0,0.0,0.0,8505.0,25.0,445.0,25.0,20.0,0.0,0.0,15.0,235.0,20.0,0.0,0.0,0.0,0.0,0.0,95.0,220.0,0.0,110.0,35.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,55.0,0.0,10.0,85.0,0.0,115.0,0.0,5.0,25.0,405.0,3560.0,1555.0,0.0,0.0,0.0,1145.0,0.0,155.0,930.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,665.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,25.0,0.0,10.0,10.0,0.0,1775.0,0.0,0.0,5.0,45.0,0.0,5.0,5.0,17790.0,530.0,0.0,30.0,0.0,0.0,8510.0,8525.0,0.0,0.0,0.0,0.0,0.0,8740.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1120.0,60.0,80.0,40.0,0.0,255.0,0.0,265.0,0.0,0.0,0.0,0.0,280.0,90.0,15.0,0.0,0.0,0.0,0.0,10.0,17255.0,25.0,3100.0,0.0,0.0,560.0,10.0,5.0,20.0,0.0,0.0,450.0,0.0,0.0,0.0,5.0,5.0,250.0,0.0,0.0,10.0,0.0,80.0,25.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,170.0,150.0,0.0,30.0,145.0,100.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,5.0
Steeles,0.0,0.0,495.0,5.0,0.0,0.0,0.0,0.0,460.0,130.0,10.0,0.0,115.0,0.0,420.0,10.0,0.0,0.0,205.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15655.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,10.0,0.0,0.0,4580.0,20.0,800.0,25.0,0.0,0.0,0.0,0.0,95.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,65.0,0.0,275.0,145.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,5.0,90.0,0.0,0.0,0.0,10.0,25.0,535.0,1635.0,595.0,0.0,0.0,0.0,75.0,0.0,225.0,360.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,95.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,90.0,0.0,70.0,10.0,0.0,6800.0,5.0,0.0,60.0,410.0,0.0,0.0,0.0,24305.0,855.0,0.0,0.0,0.0,0.0,18780.0,18790.0,0.0,0.0,0.0,0.0,0.0,4665.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,60.0,35.0,25.0,70.0,0.0,20.0,0.0,35.0,0.0,0.0,0.0,0.0,485.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,23435.0,35.0,15665.0,0.0,0.0,205.0,5.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,5.0,0.0,330.0,0.0,0.0,15.0,0.0,230.0,10.0,10.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,20.0,15.0,0.0,5.0,15.0,105.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0
Stonegate-Queensway,0.0,0.0,155.0,0.0,300.0,0.0,0.0,15.0,75.0,25.0,15.0,0.0,105.0,0.0,285.0,0.0,0.0,150.0,4485.0,0.0,0.0,10.0,25.0,5.0,0.0,0.0,0.0,15.0,85.0,5.0,215.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,420.0,0.0,0.0,15.0,195.0,0.0,70.0,0.0,5.0,0.0,0.0,0.0,60.0,35.0,0.0,0.0,14565.0,70.0,540.0,25.0,20.0,0.0,5.0,5.0,415.0,15.0,0.0,0.0,0.0,5.0,5.0,240.0,300.0,0.0,130.0,55.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,5.0,50.0,0.0,135.0,0.0,0.0,20.0,220.0,7535.0,330.0,0.0,0.0,0.0,105.0,0.0,690.0,1950.0,45.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,135.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,115.0,40.0,0.0,15.0,25.0,25.0,160.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,24950.0,655.0,0.0,25.0,0.0,0.0,9320.0,9315.0,0.0,0.0,0.0,0.0,0.0,14985.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,85.0,1480.0,610.0,40.0,0.0,140.0,0.0,600.0,0.0,0.0,0.0,0.0,150.0,480.0,30.0,5.0,0.0,15.0,0.0,0.0,24290.0,10.0,680.0,0.0,0.0,4355.0,90.0,65.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,5.0,15.0,245.0,0.0,0.0,10.0,5.0,25.0,20.0,5.0,0.0,250.0,255.0,5.0,0.0,0.0,0.0,85.0,50.0,0.0,1210.0,160.0,40.0,0.0,40.0,95.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0
Tam O'Shanter-Sullivan,0.0,0.0,595.0,10.0,25.0,5.0,10.0,15.0,475.0,500.0,20.0,0.0,95.0,0.0,1440.0,0.0,0.0,10.0,395.0,0.0,0.0,0.0,135.0,0.0,5.0,0.0,0.0,10.0,35.0,10.0,3385.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,7585.0,0.0,0.0,65.0,15.0,65.0,10.0,0.0,5.0,0.0,0.0,0.0,1485.0,25.0,0.0,0.0,9480.0,75.0,1205.0,40.0,10.0,0.0,0.0,15.0,230.0,30.0,0.0,0.0,0.0,0.0,0.0,115.0,145.0,0.0,485.0,165.0,0.0,0.0,0.0,0.0,110.0,0.0,5.0,5.0,0.0,20.0,200.0,0.0,65.0,0.0,0.0,100.0,1535.0,4230.0,1955.0,0.0,0.0,0.0,415.0,0.0,270.0,720.0,35.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,5.0,25.0,195.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,125.0,0.0,50.0,95.0,0.0,3630.0,60.0,0.0,0.0,140.0,0.0,0.0,0.0,27060.0,1330.0,5.0,65.0,5.0,0.0,16005.0,16015.0,0.0,0.0,0.0,5.0,0.0,9720.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,50.0,345.0,70.0,75.0,65.0,0.0,110.0,0.0,60.0,0.0,0.0,0.0,0.0,535.0,30.0,0.0,5.0,0.0,30.0,5.0,35.0,25735.0,90.0,7590.0,0.0,0.0,370.0,15.0,0.0,55.0,0.0,0.0,275.0,0.0,0.0,0.0,20.0,0.0,1220.0,0.0,0.0,5.0,0.0,1205.0,155.0,5.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,60.0,55.0,0.0,20.0,95.0,730.0,0.0,5.0,105.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,5.0
